depth	min	max	median	mean
0	-65	-65	-65	-65
1	-64	-62	-63	-63
2	-62	-59	-61	-61
3	-60	-57	-59	-59
4	-58	-54	-57	-56
5	-56	-52	-54	-54
6	-54	-49	-52	-52
7	-52	-46	-49	-49
8	-50	-44	-47	-47
9	-47	-41	-44	-44
10	-45	-38	-41	-41
11	-42	-34	-38	-38
12	-39	-31	-35	-35
13	-36	-27	-31	-31
14	-32	-23	-28	-28
15	-29	-20	-24	-24
16	-25	-16	-20	-20
17	-22	-12	-16	-16
18	-18	-8	-12	-13
19	-15	-3	-9	-9
20	-12	2	-5	-5
21	-9	7	-1	-1
22	-6	13	3	3
23	-3	18	7	7
24	0	24	11	11
25	3	30	15	16
26	6	36	20	20
27	10	42	24	25
28	14	48	29	30
29	18	55	34	35
30	22	61	40	40
31	26	69	45	45
32	30	75	50	51
33	34	82	56	56
34	38	89	61	62
35	42	95	66	67
36	46	102	72	72
37	49	109	77	77
38	54	114	82	82
39	57	121	87	87
40	61	128	92	93
41	65	134	97	98
42	68	141	102	103
43	71	148	107	108
44	74	155	112	113
45	78	163	117	118
46	81	172	122	123
47	83	181	127	128
