depth	min	max	median	mean
0	-65	-65	-65	-65
1	-63	-62	-63	-63
2	-61	-60	-60	-60
3	-59	-58	-58	-58
4	-57	-56	-56	-56
5	-55	-54	-54	-54
6	-52	-51	-52	-52
7	-50	-49	-49	-49
8	-47	-46	-47	-47
9	-46	-44	-45	-45
10	-44	-42	-43	-43
11	-41	-39	-40	-40
12	-39	-37	-38	-38
13	-36	-34	-35	-35
14	-34	-32	-33	-33
15	-32	-30	-31	-31
16	-30	-28	-29	-29
17	-29	-26	-27	-27
18	-26	-24	-25	-25
19	-24	-21	-23	-23
20	-22	-19	-20	-20
21	-20	-17	-18	-18
22	-18	-14	-16	-16
23	-15	-11	-13	-13
24	-12	-8	-10	-10
25	-9	-4	-6	-6
26	-6	-1	-3	-3
27	-2	4	1	1
28	1	8	5	5
29	5	13	9	9
30	10	19	15	15
31	12	21	17	17
32	14	24	20	19
33	16	26	22	22
34	18	28	24	24
35	20	31	26	26
36	22	33	28	28
37	23	36	31	30
38	25	39	33	33
39	28	43	36	36
40	31	47	40	39
41	34	52	44	43
42	37	58	48	48
43	40	65	54	53
44	44	73	59	59
45	48	82	66	66
46	52	92	72	72
47	54	102	78	78
48	57	112	83	83
49	59	122	87	88
50	61	134	92	94
