depth	min	max	median	mean
0	-64	-64	-64	-64
1	-61	-56	-59	-59
2	-57	-50	-54	-54
3	-54	-43	-49	-49
4	-50	-37	-44	-44
5	-46	-30	-39	-39
6	-42	-23	-34	-33
7	-38	-17	-28	-28
8	-34	-9	-23	-23
9	-30	-3	-18	-17
10	-26	3	-13	-12
11	-22	10	-8	-7
12	-19	16	-3	-2
13	-15	23	2	3
14	-11	30	7	8
15	-8	36	12	13
16	-4	43	18	18
17	-1	50	22	23
18	2	57	27	28
19	6	64	32	33
20	9	72	37	38
21	11	80	42	43
22	14	88	47	48
23	17	97	52	53
24	19	106	57	58
25	21	116	62	63
26	23	127	66	68
