depth	min	max	median	mean
0	-61	-61	-61	-61
1	-60	-59	-59	-59
2	-58	-57	-58	-58
3	-57	-55	-56	-56
4	-56	-53	-54	-54
5	-54	-51	-52	-52
6	-53	-48	-50	-51
7	-52	-46	-49	-49
8	-50	-44	-47	-47
9	-49	-41	-45	-45
10	-48	-39	-43	-43
11	-47	-37	-41	-42
12	-45	-35	-40	-40
13	-44	-34	-38	-39
14	-43	-32	-36	-37
15	-42	-30	-35	-35
16	-41	-28	-33	-33
17	-39	-25	-31	-32
18	-38	-23	-29	-30
19	-37	-20	-27	-28
20	-36	-18	-25	-26
21	-35	-15	-23	-24
22	-34	-13	-21	-22
23	-33	-10	-19	-21
24	-32	-7	-17	-19
25	-31	-5	-15	-17
26	-29	-2	-12	-15
27	-28	1	-10	-13
28	-27	4	-8	-11
29	-26	8	-5	-8
30	-25	11	-2	-6
31	-25	15	0	-4
32	-24	18	3	-2
33	-23	22	6	0
34	-22	26	8	3
35	-21	31	11	5
36	-20	35	14	8
37	-20	41	17	10
38	-19	46	20	13
39	-18	51	23	16
40	-17	57	26	18
41	-17	63	30	21
42	-16	68	33	24
43	-16	75	36	27
44	-15	81	40	30
45	-15	88	44	33
46	-14	94	47	36
47	-14	101	51	39
48	-13	108	55	43
49	-13	114	58	46
50	-12	121	62	49
51	-12	128	66	52
52	-12	134	69	55
53	-11	141	72	58
54	-11	148	76	61
55	-11	154	79	64
56	-10	160	82	66
57	-10	167	85	69
58	-10	174	88	72
59	-10	181	91	75
60	-10	190	93	78
61	-9	197	96	81
62	-9	206	98	83
