labID,depth(cm),density(g/cm^3),210Pb(Bq/kg),sd(210Pb),interval
1,2,0.11,156.05000031209997,8.8666666844,2
2,4,0.46,73.80000014759999,3.7166666741,2
3,6,0.31,83.9833335013,4.666666676,2
4,8,0.17,37.73333340879999,1.3500000027,2
5,10,0.15,98.1333335296,5.2833333439,2
6,12,0.22,79.63333349259999,4.700000009399999,2
7,14,0.16,68.500000137,3.5000000069999997,2
8,16,0.29,139.60000027919995,7.000000013999999,2
9,18,0.24,128.8000002576,6.3833333461,2
10,20,0.25,116.2333335658,5.6833333447,2
11,22,0.23,105.0666668768,6.1833333457,2
12,24,0.2,116.9833335673,7.2000000144,2
13,26,0.21,112.61666689189998,6.3666666794,2
14,28,0.2,101.2333335358,5.7166666781,2
15,30,0.25,100.6500002013,5.6000000112,2
16,32,0.23,82.7000001654,4.8666666763999995,2
17,34,0.25,83.3000001666,5.533333344400001,2
18,36,0.21,86.166666839,5.0500000101,2
19,38,0.22,78.2166668231,4.5166666757,2
20,40,0.26,89.78333351289999,4.9833333433,2
21,42,0.22,78.5500001571,4.8833333430999994,2
22,44,0.31,71.58333347649999,4.2000000084,2
23,46,0.23,49.1833334317,3.1833333397,2
24,48,0.18,88.4166668435,6.466666679599999,2
