depth	min	max	median	mean
0	-62	-62	-62	-62
1	-56	-55	-56	-56
2	-50	-49	-50	-50
3	-47	-45	-46	-46
4	-43	-41	-42	-42
5	-36	-32	-34	-34
6	-28	-23	-26	-26
7	-23	-16	-20	-20
8	-17	-9	-13	-13
9	-14	-5	-10	-10
10	-12	-2	-7	-7
11	-9	3	-4	-3
12	-5	7	0	0
13	-3	10	3	3
14	-1	14	5	6
15	0	16	7	7
16	2	18	8	9
17	10	32	19	20
18	18	48	30	31
19	23	56	36	37
20	26	65	41	42
21	31	77	47	49
22	34	90	53	55
23	36	94	55	57
24	37	98	56	60
25	39	103	59	62
26	41	108	61	65
27	43	112	63	67
28	45	117	66	70
29	52	124	75	79
30	57	133	84	87
31	63	140	93	95
32	68	150	101	103
33	72	156	107	109
34	75	164	112	114
35	78	169	117	119
36	80	177	121	123
37	83	182	125	127
38	85	188	130	131
39	88	193	134	136
40	90	200	138	140
41	95	206	143	145
42	98	212	148	150
