depth	min	max	median	mean
0	-67	-67	-67	-67
1	-64	-63	-63	-63
2	-61	-59	-60	-60
3	-58	-56	-57	-57
4	-55	-52	-53	-53
5	-51	-49	-50	-50
6	-48	-45	-46	-46
7	-44	-41	-43	-43
8	-41	-37	-39	-39
9	-37	-33	-35	-35
10	-34	-29	-31	-31
11	-30	-23	-27	-27
12	-25	-18	-22	-22
13	-21	-12	-17	-17
14	-16	-6	-11	-11
15	-14	-3	-8	-8
16	-11	1	-5	-5
17	-8	4	-2	-2
18	-6	8	1	1
19	-3	12	4	4
20	-1	15	7	7
21	1	19	10	10
22	4	23	13	13
23	7	28	17	17
24	9	33	20	20
25	12	37	24	24
26	15	42	28	28
27	17	48	32	32
28	20	53	36	36
29	23	60	40	41
30	26	66	45	45
31	29	73	50	50
32	32	80	55	55
33	34	87	59	59
34	37	94	63	64
35	39	101	68	68
36	41	108	73	73
37	43	116	77	78
38	45	124	81	82
39	47	132	86	87
40	49	142	90	92
41	50	151	95	96
42	52	161	99	101
