labID,depth(cm),density(g/cm^3),210Pb(Bq/kg),sd(210Pb),interval
1,2,0.375407607,69.6173328012375,37.62147553786769,2
2,4,0.62974428,83.44939474525637,45.09637523778734,2
3,6,0.750645448,59.6934812686159,32.2585878394565,2
4,8,0.572872913,49.850498359983035,26.93940185779823,2
5,10,0.625132323,46.51734975866475,25.138155479592477,2
6,12,0.694509731,39.16894287523817,21.16704801708111,2
7,14,0.701922815,38.000000433752994,20.535347006744093,2
8,16,0.616559177,40.094798895887934,21.667384186694367,2
9,18,0.632290759,34.128656632550005,18.443257863779326,2
10,20,0.642250321,32.127183165033216,17.361653871381968,2
11,22,0.766659972,31.667614383360792,17.113301126713914,2
12,24,0.582973947,26.04574120053517,14.075219144622968,2
