depth	min	max	median	mean
0	-66	-66	-66	-66
1	-66	-66	-66	-66
2	-65	-65	-65	-65
3	-65	-64	-65	-65
4	-64	-64	-64	-64
5	-63	-62	-62	-62
6	-61	-61	-61	-61
7	-60	-59	-60	-60
8	-59	-58	-58	-58
9	-57	-56	-57	-57
10	-55	-54	-55	-55
11	-54	-53	-53	-53
12	-52	-51	-51	-51
13	-50	-49	-50	-50
14	-48	-47	-48	-48
15	-45	-44	-45	-45
16	-44	-42	-43	-43
17	-42	-40	-41	-41
18	-40	-38	-39	-39
19	-39	-37	-38	-38
20	-37	-35	-36	-36
21	-35	-33	-34	-34
22	-32	-30	-31	-31
23	-30	-27	-29	-29
24	-27	-25	-26	-26
25	-23	-20	-21	-21
26	-18	-15	-17	-17
27	-14	-10	-12	-12
28	-10	-5	-7	-7
29	-5	0	-3	-3
30	-4	2	-1	-1
31	-2	4	1	1
32	0	7	3	3
33	3	10	6	6
34	6	13	9	9
35	8	15	12	12
36	10	18	14	14
37	13	21	17	17
38	16	25	20	21
39	19	28	23	23
40	22	32	26	27
41	27	37	31	31
42	31	43	36	36
43	36	49	42	42
44	43	57	49	49
45	51	67	58	58
46	56	74	64	64
47	59	77	67	68
48	61	81	70	70
49	64	86	74	74
50	66	90	77	77
51	69	95	80	80
52	70	98	82	83
53	72	101	84	85
54	74	104	87	87
55	77	109	91	91
56	80	114	95	96
57	84	121	99	100
58	87	127	103	104
59	90	134	109	110
60	94	141	114	115
61	97	149	120	121
62	101	157	125	126
63	105	164	131	132
64	110	170	137	138
65	114	177	142	143
66	117	183	148	149
