depth	min	max	median	mean
0	-67	-67	-67	-67
1	-65	-65	-65	-65
2	-63	-63	-63	-63
3	-62	-60	-61	-61
4	-60	-58	-59	-59
5	-58	-56	-57	-57
6	-56	-54	-55	-55
7	-55	-52	-53	-53
8	-53	-50	-52	-52
9	-51	-48	-50	-50
10	-49	-46	-48	-48
11	-48	-44	-46	-46
12	-46	-42	-44	-44
13	-44	-40	-42	-42
14	-42	-38	-40	-40
15	-41	-36	-38	-38
16	-39	-34	-36	-36
17	-37	-32	-35	-35
18	-36	-30	-33	-33
19	-34	-28	-31	-31
20	-32	-27	-29	-29
21	-30	-25	-27	-27
22	-29	-23	-25	-26
23	-27	-21	-24	-24
24	-25	-19	-22	-22
25	-24	-17	-20	-20
26	-22	-15	-18	-18
27	-20	-14	-16	-17
28	-19	-12	-15	-15
29	-17	-10	-13	-13
30	-16	-8	-11	-11
31	-14	-6	-9	-10
32	-12	-4	-8	-8
33	-11	-2	-6	-6
34	-10	0	-4	-4
35	-8	2	-3	-3
36	-7	3	-1	-1
37	-5	5	1	1
38	-4	7	3	2
39	-3	9	4	4
40	-2	11	6	6
41	-1	13	8	7
42	0	15	9	9
