labID,age,error,depth,cc
surface,-65,1,0,0
C14_1,610,24,30.5,1
C14_2,573,23,34.5,1
C14_3,1732,32,51.5,1
C14_4,1508,29,54.5,1
C14_5,1583,23,64.5,1
C14_6,2447,32,79.5,1
