depth	min	max	median	mean
0	-65	-65	-65	-65
1	-62	-60	-61	-61
2	-58	-55	-57	-57
3	-54	-51	-52	-52
4	-50	-46	-48	-48
5	-43	-38	-41	-41
6	-37	-29	-33	-33
7	-33	-25	-30	-30
8	-30	-21	-26	-26
9	-25	-14	-20	-20
10	-20	-6	-14	-13
11	-11	7	-3	-3
12	-3	21	7	8
13	8	40	22	23
14	18	61	37	37
15	25	73	46	47
16	30	88	56	57
17	34	94	61	62
18	37	102	66	67
19	40	108	71	72
20	42	114	75	76
21	45	120	80	80
22	47	126	84	85
23	50	131	88	89
24	53	137	92	93
25	56	141	97	97
26	59	147	101	102
27	62	152	106	106
28	66	158	110	111
29	70	163	115	115
30	74	168	120	120
31	78	172	125	125
32	82	178	130	130
33	86	183	135	135
34	89	189	140	139
35	93	193	144	144
36	96	198	149	149
37	101	202	154	153
38	104	207	159	158
39	108	212	164	163
40	112	216	169	168
41	116	221	174	172
42	120	225	179	177
43	124	230	184	182
44	128	234	189	187
45	132	238	194	192
46	136	244	198	196
