depth	min	max	median	mean
0	-60	-60	-60	-60
1	-58	-55	-57	-57
2	-56	-50	-53	-53
3	-52	-43	-49	-48
4	-48	-38	-44	-44
5	-45	-34	-41	-40
6	-42	-29	-37	-36
7	-39	-25	-33	-33
8	-37	-22	-30	-30
9	-34	-18	-27	-26
10	-32	-14	-24	-24
11	-29	-10	-20	-20
12	-26	-6	-17	-17
13	-22	-2	-13	-13
14	-18	4	-8	-8
15	-15	10	-4	-3
16	-11	16	1	1
17	-7	23	6	6
18	-3	30	11	12
19	1	37	16	17
20	5	43	21	22
21	8	50	26	27
22	12	56	31	32
23	16	62	36	37
24	20	69	41	42
25	23	76	47	47
26	27	83	52	53
27	30	89	57	58
28	34	95	62	63
29	37	101	67	68
30	41	108	73	73
31	44	113	78	78
32	47	119	83	83
33	50	125	88	88
34	53	131	93	93
35	56	136	97	98
36	60	142	102	102
37	63	148	107	107
38	66	154	112	112
39	69	160	117	117
40	72	165	122	122
41	74	171	127	127
42	77	177	132	132
43	80	183	137	136
44	82	188	142	141
45	85	194	147	146
46	88	200	152	151
47	90	206	157	156
48	93	211	162	161
49	95	217	167	166
50	97	222	172	170
51	99	228	177	175
52	101	233	182	180
53	102	240	187	185
54	104	247	192	190
