labID,depth(cm),density(g/cm^3),210Pb(Bq/kg),sd(210Pb),interval,226Ra(Bq/kg),sd(226Ra)
1,1,0.1654,307.6500006153,12.166666691,1,NA,NA
2,2,0.2509,219.44833377223,13.619838499115913,1,0.49833333433,5.523333344379999
3,3,0.1727,195.21333372375997,11.222497268799945,1,1.44666666956,2.33000000466
4,4,0.1714,162.66833365866998,10.241527684307869,1,1.08500000217,2.9183333391699997
5,5,0.1877,117.36166690139,9.941495547887484,1,0.7783333348899999,3.64833334063
6,6,0.2353,85.51833350436999,10.535653773924045,1,0.73500000147,3.85833334105
7,7,0.2396,74.31333348195999,7.90393715006079,1,1.19666666906,2.0416666707499997
8,8,0.4882,48.16500009633,6.873863556181488,1,2.34833333803,1.87500000375
9,9,0.3085,47.17500009435,6.603870931927392,1,1.4416666695499998,1.65666666998
10,10,0.2654,62.45833345825,7.133644867278188,1,1.2916666692499998,2.01166667069
11,11,0.2516,66.02333346537999,7.464731907115694,1,1.64000000328,1.84333333702
12,12,0.2378,67.68000013536,8.7511904127191,1,1.16333333566,2.43500000487
13,13,0.2997,116.56500023313,7.348469243046472,1,1.53166666973,1.7400000034799998
14,14,0.4451,150.07333363348,5.778311952676528,1,2.2733333378799996,1.26833333587
15,15,0.6699,68.28166680322998,4.006938434737646,1,0.36500000073,0.7616666681899998
16,16,1.0564,29.93500005987,3.69308664174623,1,4.968333343269999,0.6833333347
17,17,1.0609,13.74333336082,3.869395596486757,1,4.310000008619999,0.79166666825
18,18,0.7762,12.44166669155,4.003470724495046,1,3.3916666734499996,0.8266666683199999
19,19,0.3559,15.02000003004,5.710613911091833,1,2.13666667094,1.4166666695
20,20,0.4727,15.413333364159998,5.104464287246779,1,2.4633333382599996,1.2816666692299998
21,21,0.6772,10.06500002013,5.273097350398319,1,2.6650000053299996,1.3866666694399998
22,22,0.4682,13.54166669375,5.1126205602845625,1,2.9416666725499994,1.08666666884
23,23,0.5198,10.3000000206,4.536885872012505,1,3.6333333406,0.95333333524
24,24,0.8286,8.195000016389999,4.003470724495046,1,5.52833334439,0.79500000159
25,25,0.5073,7.30166668127,5.693563628900035,1,2.10166667087,1.61833333657
26,26,0.2895,14.21000002842,6.5447179851133885,1,1.27666666922,1.96833333727
27,27,0.2867,9.23000001846,4.567396544483033,1,2.0633333374599996,0.97000000194
28,28,0.2982,11.54500002309,5.7057476009527255,1,1.76166667019,1.47166666961
29,29,0.2185,15.62833336459,6.29373587542054,1,1.57833333649,1.64166666995
30,30,0.2642,20.475000040949997,6.691619980011484,1,1.60833333655,1.80500000361
31,31,0.2669,15.790000031580002,5.946520936863466,1,1.62333333658,1.45500000291
32,32,0.2424,21.70833337675,6.664583021039901,1,1.45833333625,1.7833333369
33,33,0.3441,14.10166669487,5.515130713621694,1,1.85166667037,1.39833333613
34,34,0.2576,19.94833337323,6.500000013,1,1.5483333364299998,1.8000000036
35,35,0.1777,12.68500002537,8.389808649215096,1,1.00166666867,2.62166667191
36,36,0.203,14.46166669559,6.796649514961192,1,1.22833333579,1.89000000378
37,37,0.1855,5.7633333448599995,7.468452182406264,1,1.5466666697599998,2.30500000461
38,38,0.2133,6.141666678949999,8.195527251820552,1,0.75833333485,3.3633333400599996
39,39,0.184,8.15333334964,7.431165618064982,1,1.42000000284,2.0066666706799996
40,40,0.2138,9.38166668543,8.496731414680719,1,0.98166666863,3.02500000605
41,41,0.3564,1.86833333707,6.173419738164216,1,1.83500000367,1.6200000032399997
42,42,0.5288,7.846666682359999,5.890199027471162,1,1.81333333696,1.8000000036
43,43,1.0559,6.75333334684,6.712343535292109,1,1.17000000234,2.62166667191
44,44,0.9461,5.15166667697,4.163332007258929,1,4.58500000917,0.90500000181
45,45,0.4739,2.5566666717799995,5.700877136897443,1,2.1566666709799995,1.57500000315
46,46,0.318,0.64500000129,6.071335212171665,1,1.9616666705899997,1.67166667001
