depth	min	max	median	mean
0	-64	-64	-64	-64
1	-61	-58	-60	-60
2	-58	-53	-55	-55
3	-55	-49	-52	-52
4	-53	-45	-49	-49
5	-49	-41	-46	-46
6	-47	-36	-42	-42
7	-44	-32	-39	-39
8	-42	-28	-36	-35
9	-40	-24	-33	-33
10	-38	-20	-30	-30
11	-35	-16	-27	-26
12	-32	-11	-23	-23
13	-29	-5	-19	-19
14	-26	2	-15	-15
15	-24	8	-12	-11
16	-22	13	-9	-7
17	-18	19	-5	-3
18	-15	24	-1	1
19	-11	30	4	5
20	-8	36	8	10
21	-4	43	14	15
22	0	51	20	21
23	2	57	24	25
24	5	63	28	29
25	8	70	32	34
26	10	76	37	38
27	13	83	42	43
28	16	91	47	48
29	19	97	52	53
30	22	104	57	58
31	24	111	62	63
32	27	118	67	68
33	29	124	72	73
34	31	132	76	78
35	34	137	81	82
36	37	144	86	87
37	39	150	91	92
38	41	157	96	97
39	43	164	101	102
40	45	172	105	107
