labID,depth(cm),density(g/cm^3),210Pb(Bq/kg),sd(210Pb),interval
1,2,0.059729082,143.5181660526422,77.55777126372665,2
2,4,0.118665926,122.30172232961532,66.0923231287729,2
3,6,0.203293914,78.1204579951361,42.21659723537686,2
4,8,0.185525149,80.35410319452801,43.4236677284266,2
5,10,0.272756205,44.80582148407598,24.213238989346447,2
6,12,0.312198337,35.94057330655762,19.42242463281447,2
7,16,0.35178194,36.590158200915006,19.773462818701425,2
8,18,0.339134427,34.62540751366768,18.711703958600857,2
9,20,0.287950197,37.37731895788525,20.198847532121516,2
10,22,0.39054501,26.282880796899473,14.203370298433343,2
11,24,0.510540764,21.763009801647836,11.760814554913756,2
