depth	min	max	median	mean
0	-61	-61	-61	-61
1	-59	-58	-59	-59
2	-57	-55	-56	-56
3	-55	-52	-54	-54
4	-54	-48	-51	-51
5	-52	-45	-49	-49
6	-50	-42	-46	-46
7	-47	-38	-43	-43
8	-45	-34	-40	-40
9	-41	-30	-37	-36
10	-38	-25	-33	-33
11	-35	-21	-29	-29
12	-32	-16	-25	-25
13	-29	-12	-22	-22
14	-26	-7	-18	-18
15	-23	-2	-15	-14
16	-20	3	-11	-10
17	-17	10	-6	-5
18	-13	18	-1	0
19	-10	23	3	4
20	-7	29	7	8
21	-4	34	11	12
22	-2	41	15	16
23	2	46	19	20
24	4	52	23	24
25	7	58	27	28
26	10	65	31	33
27	13	71	35	37
28	17	78	40	42
29	21	85	46	48
30	24	93	51	53
31	28	100	57	58
32	32	107	62	64
33	35	114	67	69
34	38	121	72	74
35	41	127	77	79
36	44	134	82	84
37	47	140	87	89
38	50	147	92	94
39	53	154	97	99
40	55	162	102	104
41	58	171	107	109
42	60	180	112	114
