depth	min	max	median	mean
0	-66	-66	-66	-66
1	-65	-65	-65	-65
2	-65	-63	-64	-64
3	-64	-62	-63	-63
4	-63	-60	-62	-61
5	-61	-58	-60	-60
6	-59	-56	-58	-58
7	-58	-55	-56	-56
8	-57	-53	-55	-55
9	-55	-51	-53	-53
10	-54	-50	-52	-52
11	-53	-48	-51	-51
12	-51	-47	-49	-49
13	-49	-44	-47	-47
14	-47	-41	-44	-44
15	-44	-38	-41	-41
16	-42	-35	-39	-39
17	-40	-33	-36	-36
18	-37	-29	-34	-34
19	-34	-25	-30	-30
20	-31	-21	-26	-26
21	-28	-17	-23	-23
22	-25	-12	-19	-19
23	-22	-7	-15	-14
24	-18	-1	-10	-10
25	-14	5	-5	-5
26	-10	13	0	0
27	-7	20	5	5
28	-3	27	10	11
29	1	35	16	16
30	5	43	21	22
31	8	49	26	27
32	12	56	31	32
33	15	63	36	37
34	19	69	41	42
35	23	76	46	47
36	27	82	51	52
37	31	89	57	57
38	35	95	62	63
39	39	102	67	68
40	43	109	72	73
41	47	116	78	78
42	51	123	83	84
43	54	132	88	89
