depth	min	max	median	mean
0	-67	-67	-67	-67
1	-64	-63	-63	-63
2	-60	-59	-60	-60
3	-57	-55	-56	-56
4	-53	-50	-51	-51
5	-49	-46	-48	-48
6	-46	-42	-44	-44
7	-43	-39	-41	-41
8	-41	-36	-38	-38
9	-38	-32	-35	-35
10	-35	-29	-32	-32
11	-32	-25	-28	-28
12	-29	-22	-25	-25
13	-24	-17	-21	-21
14	-21	-13	-16	-16
15	-17	-8	-12	-12
16	-14	-4	-8	-8
17	-11	1	-4	-4
18	-7	6	0	0
19	-4	11	4	4
20	-1	16	8	8
21	2	21	13	12
22	5	27	17	17
23	8	33	22	21
24	11	40	26	26
25	14	47	32	31
26	18	54	37	36
27	21	62	42	42
28	24	70	48	48
29	26	80	54	54
30	29	89	60	60
31	31	98	65	65
32	33	108	70	70
33	34	117	74	74
34	35	127	78	79
35	36	138	82	83
36	38	150	86	88
