labID,depth(cm),density(g/cm^3),210Pb(Bq/kg),sd(210Pb),interval
1,2,0.01,248.95000049789996,22.3500000447,2
2,4,0.16,228.1833337897,15.6000000312,2
3,6,0.26,216.25000043249997,11.1500000223,2
4,8,0.23,221.8000004436,9.900000019799998,2
5,10,0.3,199.1500003983,8.733333350799999,2
6,12,0.24,208.4666670836,8.3666666834,2
7,14,0.26,164.85000032969998,7.550000015099999,2
8,16,0.28,114.2500002285,5.883333345099999,2
9,18,0.28,104.2833335419,6.0500000121,2
10,20,0.28,86.41666683949998,5.450000010899999,2
11,22,0.26,88.85000017770001,5.950000011899999,2
12,24,0.29,56.7000001134,4.6000000092,2
13,26,0.31,63.3833334601,3.5333333404,2
14,28,0.47,45.45000009089999,2.2166666711,2
15,30,0.47,47.5833334285,1.9333333372,2
16,32,0.51,65.2500001305,3.6833333407,2
17,34,0.31,57.6500001153,3.0166666726999996,2
18,36,0.45,58.4666667836,2.6500000053,2
19,38,0.44,57.9833334493,2.7166666720999997,2
20,40,0.43,54.166666775,2.5833333384999997,2
21,42,0.48,53.433333440199995,2.6000000052,2
22,44,0.44,60.98333345529999,2.9166666725,2
