depth	min	max	median	mean
0	-66	-66	-66	-66
1	-66	-66	-66	-66
2	-66	-66	-66	-66
3	-65	-64	-64	-64
4	-63	-62	-62	-62
5	-61	-58	-59	-59
6	-58	-55	-56	-56
7	-55	-52	-53	-53
8	-52	-48	-50	-50
9	-47	-43	-45	-45
10	-43	-37	-40	-40
11	-37	-31	-35	-34
12	-32	-25	-29	-29
13	-27	-18	-22	-22
14	-21	-11	-16	-16
15	-16	-4	-11	-11
16	-12	2	-5	-5
17	-7	10	1	1
18	-2	19	8	8
19	3	27	14	14
20	7	36	20	20
21	14	51	30	30
22	20	68	39	40
23	21	72	42	43
24	23	77	45	46
25	26	86	50	52
26	29	97	55	57
27	30	102	57	60
28	32	106	60	62
29	33	111	62	65
30	34	116	65	67
31	41	122	71	74
32	46	130	78	80
33	49	136	82	85
34	51	142	87	89
35	56	148	93	95
36	60	155	98	100
37	65	161	104	106
38	68	169	109	112
39	72	175	114	117
40	74	183	119	121
41	78	187	124	126
42	80	193	128	131
43	84	199	134	136
44	88	205	138	141
