labID,depth(cm),density(g/cm^3),210Pb(Bq/kg),sd(210Pb),interval,226Ra(Bq/kg),sd(226Ra)
1,1,0.3073,274.05333388144,8.633333350600001,1,11.67666669002,1.44833333623
2,2,0.1659,237.20500047441,12.38166669143,1,8.196666683059998,2.37666667142
3,3,0.221,241.05333381544,9.13666668494,1,11.81833335697,1.87833333709
4,4,0.1652,195.24000039048,9.52833335239,1,13.37666669342,2.15833333765
5,5,0.1835,233.47833380029,10.04000002008,1,14.78166669623,2.1616666709900003
6,6,0.1885,243.46166715358996,9.08166668483,1,13.406666693479998,2.13833333761
7,7,0.206,210.77000042154,10.09666668686,1,12.78000002556,2.29000000458
8,8,0.1672,211.13500042227,11.29500002259,1,7.09833334753,2.34166667135
9,9,0.2075,186.74000037347997,9.16833335167,1,14.39166669545,2.22666667112
10,10,0.1767,176.12500035225,8.96500001793,1,8.82500001765,2.0300000040599997
11,11,0.1662,204.37500040874997,10.97500002195,1,12.903333359139998,2.24666667116
12,12,0.1692,229.67833379269,11.3000000226,1,16.84500003369,2.95500000591
13,13,0.1559,190.02500038005,11.57333335648,1,12.91166669249,2.4150000048299995
14,14,0.1712,201.4000004028,7.81500001563,1,9.226666685119998,0.6833333347
15,15,0.1228,172.34666701135998,7.083333347499999,1,8.376666683420002,1.56500000313
16,16,0.1812,196.01333372536,6.29166667925,1,10.56333335446,1.4633333362599998
17,17,0.1709,175.74333368482002,7.17000001434,1,9.74166668615,1.75333333684
18,18,0.1995,183.62500036725,6.37166667941,1,12.18833335771,1.56500000313
19,19,0.1932,148.37500029675,6.24666667916,1,12.34666669136,1.48000000296
20,20,0.2002,142.78000028556002,5.668333344670001,1,14.49666669566,1.54333333642
21,21,0.1902,113.50666689367998,6.095000012190001,1,13.74666669416,1.6516666699699998
22,22,0.214,123.16166691299,6.2683333458699995,1,11.19166668905,1.8950000037899997
23,23,0.1967,129.72166692610998,5.95500001191,1,13.006666692679998,1.44666666956
24,24,0.1539,97.55000019509998,6.83833334701,1,12.49500002499,1.64833333663
25,25,0.1544,111.54666688976,5.655000011309999,1,9.42500001885,1.57666666982
26,26,0.1707,100.67500020135,5.6783333446899995,1,12.37666669142,1.57000000314
27,27,0.1694,95.31000019062,6.100000012199999,1,7.328333347989999,1.62666666992
28,28,0.2085,101.08666686884,5.25666667718,1,12.12666669092,1.4416666695499998
29,29,0.186,99.00833353135,5.771666678209999,1,12.63833335861,1.6066666698799998
30,30,0.1787,76.57166681980999,6.1950000123899995,1,13.40500002681,2.24166667115
31,32,0.166,91.63500018327,3.3633333400599996,2,10.641666687949998,0.39166666745
32,34,0.1756,82.87666683242,2.601666671869999,2,11.195000022389998,0.78166666823
33,36,0.1986,72.50833347835001,2.88500000577,2,9.286666685239998,0.54333333442
34,38,0.2139,70.50166680767,2.7850000055699997,2,13.02833335939,0.83833333501
35,40,0.196,59.03666678473999,2.69166667205,2,12.26166669119,0.8566666683799999
36,42,0.2264,63.23666679314,3.64166667395,2,14.53166669573,1.06333333546
37,44,0.2393,61.70333345673999,2.85666667238,2,14.49666669566,0.88166666843
38,46,0.5085,33.01333339935999,1.87833333709,2,11.20500002241,0.52500000105
39,48,0.2956,59.38166678543,2.8083333389500003,2,13.90833336115,0.89666666846
40,50,0.3947,34.696666736059996,1.92500000385,2,18.92000003784,0.7800000015599999
41,52,0.4987,35.37833340408999,1.36166666939,2,21.16500004233,0.500000001
42,54,0.3554,38.570000077139994,1.5083333363499998,2,19.72000003944,0.5350000010699999
43,56,0.3967,32.47166673161,1.31833333597,2,16.01333336536,0.44833333423
44,58,0.444,32.34333339802,1.4000000028,2,17.53000003506,0.5133333343600001
45,60,0.672,27.233333387799995,1.43000000286,2,17.613333368559996,0.5166666676999999
46,62,1.1116,16.87666670042,1.16833333567,2,15.4000000308,0.39166666745
47,64,1.3936,16.61500003323,1.20333333574,2,16.07666669882,0.41833333417
48,66,1.6518,15.83833336501,1.31500000263,2,16.451666699569998,0.38500000077
49,68,1.4675,24.58500004917,1.9266666705199995,1,15.41500003083,0.37000000074
50,70,1.1956,16.59833336653,1.04500000209,2,16.24500003249,0.38000000076
