depth	min	max	median	mean
0	-68	-68	-68	-68
1	-63	-62	-63	-63
2	-58	-57	-57	-57
3	-55	-53	-54	-54
4	-51	-49	-50	-50
5	-45	-42	-44	-44
6	-39	-36	-37	-37
7	-35	-31	-33	-33
8	-31	-26	-28	-28
9	-23	-17	-20	-20
10	-16	-7	-12	-12
11	-10	1	-5	-5
12	-4	9	2	2
13	-1	14	6	6
14	2	19	10	10
15	8	28	17	17
16	13	37	23	24
17	17	46	30	30
18	21	55	36	37
19	25	64	42	42
20	29	74	47	48
21	32	80	51	52
22	34	87	56	57
23	38	93	60	62
24	42	100	65	66
25	45	106	69	71
26	48	113	74	75
27	51	119	78	80
28	54	127	83	85
29	56	133	87	89
30	58	138	90	92
31	61	145	94	97
32	64	152	98	101
33	66	157	103	105
34	69	163	107	110
35	73	168	112	114
36	76	175	117	119
37	80	182	123	125
38	84	188	128	130
39	88	195	134	135
40	91	201	139	140
41	94	207	144	146
42	97	214	149	151
