depth	min	max	median	mean
0	-65	-65	-65	-65
1	-63	-61	-62	-62
2	-62	-57	-60	-60
3	-60	-53	-57	-57
4	-59	-50	-54	-54
5	-57	-46	-52	-52
6	-56	-42	-49	-49
7	-54	-38	-46	-46
8	-53	-35	-44	-44
9	-51	-31	-41	-41
10	-49	-27	-38	-38
11	-48	-24	-36	-36
12	-46	-20	-33	-33
13	-45	-16	-30	-30
14	-43	-12	-28	-28
15	-42	-9	-25	-25
16	-40	-5	-23	-23
17	-39	-2	-20	-20
18	-38	2	-17	-18
19	-36	6	-15	-15
20	-35	9	-12	-12
21	-33	13	-10	-10
22	-32	17	-7	-7
23	-30	20	-5	-5
24	-29	24	-2	-2
25	-28	27	0	0
26	-26	31	3	3
27	-25	35	5	5
28	-23	38	8	8
29	-22	42	10	10
30	-21	45	13	12
31	-19	49	15	15
32	-18	52	17	17
33	-17	56	20	20
34	-15	59	22	22
35	-14	62	24	24
36	-13	66	27	27
37	-11	69	29	29
38	-10	73	32	31
39	-9	76	34	34
40	-8	80	36	36
41	-6	83	38	38
42	-5	86	41	41
43	-4	89	43	43
44	-3	93	45	45
45	-1	96	48	48
46	0	99	50	50
47	1	103	52	52
48	2	106	54	54
49	3	109	56	56
50	5	112	58	59
51	6	115	61	61
52	7	118	63	63
53	8	122	65	65
54	9	125	67	67
55	11	127	69	69
56	12	131	71	71
57	13	134	73	73
58	14	136	76	76
59	15	139	78	78
60	16	142	80	80
61	17	145	82	82
62	18	148	84	84
63	19	151	86	86
64	20	154	88	88
65	21	157	90	90
66	22	160	92	92
67	23	162	93	93
68	24	165	95	95
69	25	167	97	97
70	26	170	99	99
71	27	173	101	101
72	28	176	103	103
73	29	178	105	105
74	29	181	106	107
75	30	183	108	108
76	31	185	110	110
77	32	188	112	112
78	33	190	114	114
79	34	193	115	115
80	35	195	117	117
81	35	198	118	119
82	36	200	120	120
83	37	203	122	122
84	38	205	123	124
85	38	208	125	125
86	39	210	127	127
87	40	212	128	129
88	41	214	130	130
89	41	216	131	132
90	42	219	133	133
91	43	221	134	135
92	43	223	136	136
93	44	225	137	138
94	44	227	138	139
95	45	229	140	140
96	46	231	141	142
97	46	233	143	143
98	46	236	144	144
99	47	238	145	146
100	47	240	146	147
