depth	min	max	median	mean
0	-63	-63	-63	-63
1	-63	-62	-63	-63
2	-63	-61	-62	-62
3	-63	-60	-62	-62
4	-62	-59	-62	-61
5	-62	-58	-61	-61
6	-62	-56	-61	-60
7	-62	-55	-60	-60
8	-62	-54	-60	-60
9	-62	-53	-60	-59
10	-61	-52	-59	-59
11	-61	-51	-59	-58
12	-61	-50	-59	-58
13	-61	-49	-58	-57
14	-61	-48	-58	-57
15	-61	-47	-58	-57
16	-60	-46	-57	-56
17	-60	-45	-57	-56
18	-60	-44	-56	-55
19	-60	-43	-56	-55
20	-60	-42	-56	-55
21	-60	-41	-55	-54
22	-59	-40	-55	-54
23	-59	-39	-55	-53
24	-59	-38	-54	-53
25	-59	-37	-54	-52
26	-59	-36	-54	-52
27	-59	-35	-53	-52
28	-59	-34	-53	-51
29	-58	-33	-53	-51
30	-58	-32	-52	-50
31	-58	-31	-52	-50
32	-58	-30	-52	-50
33	-58	-29	-51	-49
34	-58	-28	-51	-49
35	-58	-27	-51	-49
36	-57	-26	-50	-48
37	-57	-25	-50	-48
38	-57	-24	-50	-47
39	-57	-23	-49	-47
40	-57	-22	-49	-47
41	-57	-22	-49	-46
42	-56	-21	-48	-46
43	-56	-20	-48	-45
44	-56	-19	-48	-45
45	-56	-18	-47	-45
46	-56	-17	-47	-44
47	-56	-16	-47	-44
48	-56	-15	-46	-44
49	-55	-14	-46	-43
50	-55	-13	-46	-43
51	-55	-13	-45	-43
52	-55	-12	-45	-42
53	-55	-11	-45	-42
54	-55	-10	-44	-41
55	-55	-9	-44	-41
56	-55	-8	-44	-41
57	-54	-7	-43	-40
58	-54	-7	-43	-40
59	-54	-6	-43	-40
60	-54	-5	-43	-39
61	-54	-4	-42	-39
62	-54	-3	-42	-39
63	-54	-3	-42	-38
64	-53	-2	-41	-38
65	-53	-1	-41	-38
66	-53	0	-41	-37
67	-53	1	-40	-37
68	-53	1	-40	-37
69	-53	2	-40	-36
70	-53	3	-40	-36
71	-53	4	-39	-36
72	-52	5	-39	-35
73	-52	5	-39	-35
74	-52	6	-38	-35
75	-52	6	-38	-34
76	-52	7	-38	-34
77	-52	8	-37	-34
78	-52	9	-37	-33
79	-52	9	-37	-33
80	-52	10	-37	-33
81	-51	11	-36	-32
82	-51	12	-36	-32
