depth	min	max	median	mean
0	-62	-62	-62	-62
1	-60	-60	-60	-60
2	-58	-58	-58	-58
3	-55	-54	-55	-55
4	-52	-50	-51	-51
5	-48	-46	-47	-47
6	-44	-42	-43	-43
7	-39	-36	-38	-38
8	-33	-31	-32	-32
9	-29	-26	-27	-27
10	-25	-21	-23	-23
11	-18	-14	-16	-16
12	-11	-6	-9	-9
13	-4	2	-1	-1
14	3	11	7	7
15	11	21	16	16
16	19	32	25	25
17	27	43	35	35
18	34	55	44	44
19	44	74	58	59
20	54	94	73	73
21	60	107	82	82
22	64	123	91	92
23	68	131	97	97
24	71	141	103	103
25	74	147	108	108
26	77	155	112	113
27	80	161	117	118
28	83	167	122	123
29	86	173	126	127
30	89	180	131	132
31	92	186	136	137
32	95	192	140	141
33	98	198	145	146
34	102	205	150	151
35	106	210	154	156
36	109	217	159	160
37	112	223	164	165
38	116	229	169	170
39	119	235	174	175
40	122	242	179	180
41	127	248	183	185
42	130	254	188	189
