depth	min	max	median	mean
0	-62	-62	-62	-62
1	-59	-59	-59	-59
2	-56	-55	-56	-56
3	-53	-52	-52	-52
4	-50	-48	-49	-49
5	-46	-44	-45	-45
6	-42	-40	-41	-41
7	-37	-35	-36	-36
8	-32	-29	-31	-31
9	-27	-23	-25	-25
10	-21	-17	-19	-19
11	-15	-9	-12	-12
12	-8	-1	-5	-5
13	0	8	4	4
14	7	17	12	12
15	15	28	22	22
16	23	40	31	31
17	29	50	39	39
18	35	60	46	47
19	41	71	54	55
20	47	83	62	63
21	53	94	72	72
22	60	107	80	81
23	65	115	87	88
24	70	124	94	95
25	75	130	100	101
26	80	137	106	106
27	84	143	111	111
28	87	149	116	117
29	91	155	121	121
30	95	161	126	126
31	99	166	131	131
32	103	173	135	136
33	106	178	140	140
34	110	183	145	145
35	113	188	150	150
36	117	193	154	154
37	121	197	159	159
38	124	202	164	163
39	128	207	168	168
40	131	212	173	172
41	135	216	177	177
42	139	221	182	181
43	143	224	186	186
44	146	229	191	190
45	150	233	195	195
46	154	237	200	199
47	158	241	205	203
48	161	245	209	208
49	165	249	214	212
50	168	252	219	216
51	172	256	223	221
52	175	260	228	225
53	178	263	232	229
54	180	268	236	233
