labID,depth(cm),density(g/cm^3),210Pb(Bq/kg),sd(210Pb),interval,226Ra(Bq/kg),sd(226Ra)
1,2,0.13,464.44,9.7,2,105.92,7.07
2,4,0.13,428.61,10.09,2,142.37,8.08
3,6,0.13,375,9.05,2,164.87,7.35
4,8,0.13,402.37,9.73,2,161.69,8.22
5,10,0.12,340.66,9.45,2,161.86,8.34
6,12,0.13,280.31,9.8,2,135.11,10.2
7,14,0.12,219.46,7.96,2,113.68,7.89
8,16,0.12,163.86,7.3,2,99.45,8.32
9,18,0.14,85.89,5.4,2,61.14,6.28
10,20,0.15,70.49,4.26,2,39.58,4.19
11,22,0.18,63.69,3.85,2,33.96,4.73
12,24,0.24,27.67,3.85,2,36.62,4.35
13,26,0.26,27.43,3.78,2,38.41,4.36
14,28,0.27,31.34,3.61,2,44.06,4.31
15,30,0.27,27.71,3.6,2,38.49,4.21
16,32,0.25,24.25,3.48,2,34.78,3.79
17,34,0.28,28.05,3.59,2,35.6,3.92
18,36,0.28,28.07,3.55,2,38.53,4.05
19,38,0.35,22.28,3.69,2,49.8,3.81
20,40,0.51,28.97,3.85,2,52.29,3.86
21,42,0.54,31.68,4.04,2,43.48,4.17
22,44,0.38,19.4,3.77,2,51.49,4.04
23,46,0.36,19.09,3.55,2,41.07,4.22
24,48,0.44,26.52,3.85,2,52.17,3.86
25,50,0.43,20.89,3.64,2,38.72,4.08
26,52,0.45,20.33,3.67,2,41.65,4.14
27,54,0.46,19.64,4.01,2,42.35,3.99
