depth	min	max	median	mean
0	-62	-62	-62	-62
1	-61	-61	-61	-61
2	-60	-59	-60	-60
3	-59	-58	-59	-58
4	-58	-57	-57	-57
5	-57	-55	-56	-56
6	-56	-54	-55	-55
7	-54	-52	-53	-53
8	-53	-51	-52	-52
9	-51	-49	-50	-50
10	-50	-47	-49	-49
11	-48	-45	-47	-47
12	-46	-43	-45	-45
13	-45	-41	-43	-43
14	-43	-39	-41	-41
15	-41	-37	-39	-39
16	-39	-35	-38	-38
17	-38	-34	-36	-36
18	-36	-32	-34	-34
19	-34	-29	-32	-32
20	-33	-27	-30	-30
21	-31	-25	-28	-28
22	-29	-23	-26	-26
23	-26	-20	-23	-23
24	-24	-17	-21	-21
25	-22	-14	-18	-18
26	-19	-11	-16	-16
27	-17	-8	-13	-13
28	-14	-5	-10	-10
29	-12	-3	-8	-8
30	-10	0	-6	-6
31	-7	3	-3	-3
32	-5	6	0	0
33	-2	10	4	4
34	1	14	7	7
35	5	19	12	12
36	8	24	16	16
37	12	29	20	20
38	15	35	25	25
39	19	41	30	30
40	22	48	35	35
41	26	55	39	40
42	29	62	44	45
43	33	69	50	50
44	37	77	55	55
45	40	84	61	61
46	44	92	67	67
47	48	100	73	73
48	52	109	79	79
49	56	116	84	85
50	59	124	90	90
51	62	131	95	95
52	65	140	100	101
53	67	147	105	106
54	70	155	110	110
55	72	162	114	115
56	74	171	119	120
57	77	180	124	125
58	78	189	128	129
59	80	198	132	134
60	82	209	137	139
