depth	min	max	median	mean
0	-64	-64	-64	-64
1	-61	-61	-61	-61
2	-59	-58	-59	-59
3	-56	-55	-56	-56
4	-53	-51	-52	-52
5	-50	-48	-49	-49
6	-47	-45	-46	-46
7	-45	-42	-43	-43
8	-41	-38	-40	-40
9	-36	-33	-35	-35
10	-32	-28	-30	-30
11	-27	-22	-24	-24
12	-22	-16	-19	-19
13	-18	-12	-15	-15
14	-13	-7	-10	-10
15	-8	-1	-5	-5
16	-6	2	-2	-2
17	-3	6	1	2
18	1	10	5	5
19	5	16	10	10
20	9	22	15	15
21	14	28	21	21
22	18	33	24	24
23	21	38	28	29
24	25	42	33	33
25	30	48	38	38
26	35	55	44	44
27	41	64	51	52
28	49	74	60	61
29	57	84	70	70
30	64	93	79	79
31	67	101	84	84
32	71	108	89	89
33	74	115	95	95
34	77	123	100	100
35	80	130	105	105
36	83	138	110	110
37	85	144	114	114
38	87	151	118	119
39	90	158	123	123
40	92	165	127	127
