depth	min	max	median	mean
0	-64	-64	-64	-64
1	-62	-57	-60	-60
2	-61	-51	-57	-56
3	-58	-45	-53	-53
4	-57	-39	-49	-49
5	-54	-33	-45	-45
6	-52	-27	-42	-41
7	-50	-22	-38	-37
8	-47	-16	-34	-33
9	-45	-11	-30	-29
10	-42	-5	-26	-26
11	-40	1	-22	-22
12	-37	8	-18	-17
13	-35	13	-14	-13
14	-33	20	-10	-9
15	-31	26	-7	-5
16	-29	32	-3	-1
17	-27	38	1	3
18	-24	44	5	6
19	-22	51	9	10
20	-20	57	13	14
21	-18	63	17	18
22	-16	70	21	23
23	-14	76	25	27
24	-12	82	30	31
25	-10	88	34	36
26	-8	94	39	40
27	-6	99	43	44
28	-5	106	48	49
29	-3	112	52	53
30	-1	119	57	58
31	0	126	62	63
32	2	133	67	67
33	4	139	72	72
34	5	146	76	77
35	7	152	81	81
36	8	159	86	86
37	10	166	90	90
38	11	174	95	95
39	12	181	100	99
40	13	189	105	104
