depth	min	max	median	mean
0	-62	-62	-62	-62
1	-56	-54	-55	-55
2	-49	-46	-48	-48
3	-48	-44	-46	-46
4	-46	-43	-45	-45
5	-45	-42	-43	-43
6	-44	-40	-42	-42
7	-44	-40	-42	-42
8	-43	-39	-41	-41
9	-42	-38	-40	-40
10	-42	-37	-40	-40
11	-39	-35	-37	-37
12	-37	-32	-35	-35
13	-33	-27	-30	-30
14	-30	-22	-26	-26
15	-27	-18	-23	-23
16	-25	-15	-20	-20
17	-21	-10	-16	-16
18	-18	-5	-12	-12
19	-15	0	-8	-8
20	-12	5	-4	-4
21	-8	13	2	2
22	-3	22	7	8
23	1	33	14	15
24	6	45	21	22
25	9	52	25	26
26	12	60	29	31
27	19	68	38	39
28	25	79	46	47
29	30	87	53	55
30	35	97	60	62
31	39	105	67	69
32	43	116	74	75
33	45	122	78	80
34	48	130	82	84
35	50	135	86	88
36	52	141	90	92
37	55	147	94	96
38	57	154	99	101
39	62	160	104	106
40	66	167	109	111
41	69	173	114	116
42	73	181	119	121
