labID,depth(cm),density(g/cm^3),210Pb(Bq/kg),sd(210Pb),interval,226Ra(Bq/kg),sd(226Ra)
1,2,0.31,379.93,8.43,2,29.76,4.32
2,4,0.27,100.14,5.47,2,40.41,4.14
3,6,0.26,82.88,5.25,2,36.52,4.28
4,8,0.23,56.77,5.27,2,25.87,4.49
5,10,0.23,68.34,5.52,2,36.42,4.78
6,12,0.24,130,6.25,2,47.84,4.74
7,14,0.23,168.44,6.52,2,36.81,4.63
8,16,0.23,105.08,6.08,2,24.89,4.72
9,18,0.27,105.56,5.97,2,36.89,4.54
10,20,0.31,82.58,5.74,2,27.09,4.74
11,22,0.35,86.03,5.91,2,49.56,4.41
12,24,0.39,72.11,5.87,2,54.51,4.24
13,26,0.41,50.18,5.53,2,45.93,4.22
14,28,0.49,70.04,5.98,2,44.19,4.35
15,30,0.48,50.59,6,2,46.6,4.05
16,32,0.43,47.93,5.33,2,38.97,4.2
17,34,0.35,34.15,4.99,2,37.54,4.2
18,36,0.27,28.44,5.32,2,28.23,4.33
19,38,0.35,39.6,5.06,2,33.01,4.29
20,40,0.43,49.15,5.6,2,33.48,4.36
21,42,0.5,29.05,5.83,2,40.08,4.14
