depth	min	max	median	mean
0	-66	-66	-66	-66
1	-66	-65	-65	-65
2	-65	-63	-65	-64
3	-65	-62	-64	-64
4	-64	-60	-63	-63
5	-64	-59	-62	-62
6	-64	-58	-62	-61
7	-63	-56	-61	-61
8	-63	-55	-60	-60
9	-63	-53	-60	-59
10	-62	-52	-59	-58
11	-62	-51	-58	-58
12	-61	-49	-58	-57
13	-61	-48	-57	-56
14	-61	-47	-56	-56
15	-60	-45	-55	-55
16	-60	-44	-55	-54
17	-60	-43	-54	-53
18	-59	-41	-53	-53
19	-59	-40	-53	-52
20	-58	-39	-52	-51
21	-58	-37	-51	-51
22	-58	-36	-51	-50
23	-57	-35	-50	-49
24	-57	-34	-49	-48
25	-57	-32	-49	-48
26	-56	-31	-48	-47
27	-56	-30	-48	-46
28	-56	-29	-47	-46
29	-55	-27	-46	-45
30	-55	-26	-46	-44
31	-55	-25	-45	-44
32	-54	-24	-44	-43
33	-54	-23	-44	-42
34	-54	-21	-43	-42
35	-53	-20	-42	-41
36	-53	-19	-42	-40
37	-53	-18	-41	-40
38	-52	-17	-41	-39
39	-52	-15	-40	-38
40	-52	-14	-39	-38
41	-51	-13	-39	-37
42	-51	-12	-38	-37
43	-51	-11	-38	-36
44	-50	-10	-37	-35
45	-50	-9	-36	-35
46	-50	-7	-36	-34
47	-50	-6	-35	-33
48	-49	-5	-35	-33
49	-49	-4	-34	-32
50	-49	-3	-33	-32
51	-48	-2	-33	-31
52	-48	-1	-32	-30
53	-48	1	-32	-30
54	-48	2	-31	-29
55	-47	3	-31	-29
56	-47	4	-30	-28
57	-47	5	-29	-27
58	-47	6	-29	-27
59	-46	7	-28	-26
60	-46	8	-28	-26
61	-46	9	-27	-25
62	-45	10	-27	-25
63	-45	11	-26	-24
64	-45	12	-26	-23
65	-45	13	-25	-23
66	-44	14	-25	-22
67	-44	15	-24	-22
68	-44	16	-24	-21
69	-44	17	-23	-21
70	-44	18	-22	-20
71	-43	19	-22	-20
72	-43	20	-21	-19
73	-43	21	-21	-18
74	-43	22	-20	-18
75	-42	23	-20	-17
76	-42	24	-19	-17
