depth	min	max	median	mean
0	-60	-60	-60	-60
1	-58	-52	-56	-56
2	-57	-44	-52	-51
3	-54	-37	-47	-47
4	-52	-29	-43	-42
5	-49	-22	-38	-37
6	-46	-14	-33	-33
7	-43	-7	-29	-28
8	-40	1	-24	-23
9	-38	7	-20	-19
10	-36	14	-15	-14
11	-33	22	-11	-10
12	-30	29	-6	-5
13	-28	35	-2	-1
14	-26	43	2	4
15	-24	50	7	8
16	-22	57	11	13
17	-19	64	16	18
18	-17	72	21	22
19	-15	80	26	27
20	-13	87	30	32
21	-11	94	35	37
22	-9	102	40	42
23	-8	111	44	47
24	-6	118	49	51
