depth	min	max	median	mean
0	-63	-63	-63	-63
1	-62	-55	-59	-59
2	-60	-48	-56	-55
3	-58	-41	-52	-51
4	-56	-34	-48	-47
5	-54	-27	-44	-43
6	-52	-20	-40	-39
7	-49	-13	-36	-35
8	-47	-6	-32	-30
9	-44	1	-27	-26
10	-42	8	-22	-21
11	-39	15	-18	-16
12	-37	23	-13	-12
13	-35	30	-9	-7
14	-32	38	-4	-2
15	-30	45	1	3
16	-28	53	6	8
17	-26	60	11	12
18	-24	68	16	17
19	-22	75	21	22
20	-20	84	25	27
