iteration,logOdds,memory,depth_code,accretion
1,-63.0056,0.251133,accRate[2],2.07068
1,-63.0056,0.251133,accRate[4],5.42963
1,-63.0056,0.251133,accRate[6],1.97172
1,-63.0056,0.251133,accRate[8],3.84896
1,-63.0056,0.251133,accRate[10],6.50364
1,-63.0056,0.251133,accRate[12],2.0686
1,-63.0056,0.251133,accRate[14],5.34683
1,-63.0056,0.251133,accRate[16],6.58553
1,-63.0056,0.251133,accRate[18],4.47037
1,-63.0056,0.251133,accRate[20],7.54207
1,-63.0056,0.251133,accRate[22],6.65898
2,-62.9947,0.251133,accRate[2],1.49266
2,-62.9947,0.251133,accRate[4],3.11506
2,-62.9947,0.251133,accRate[6],3.05192
2,-62.9947,0.251133,accRate[8],4.3446
2,-62.9947,0.251133,accRate[10],6.24872
2,-62.9947,0.251133,accRate[12],3.32691
2,-62.9947,0.251133,accRate[14],3.06639
2,-62.9947,0.251133,accRate[16],3.44835
2,-62.9947,0.251133,accRate[18],4.04267
2,-62.9947,0.251133,accRate[20],5.73382
2,-62.9947,0.251133,accRate[22],8.16304
3,-63.0051,0.298431,accRate[2],4.97549
3,-63.0051,0.298431,accRate[4],3.81474
3,-63.0051,0.298431,accRate[6],3.82663
3,-63.0051,0.298431,accRate[8],2.47431
3,-63.0051,0.298431,accRate[10],6.31084
3,-63.0051,0.298431,accRate[12],3.01097
3,-63.0051,0.298431,accRate[14],6.4154
3,-63.0051,0.298431,accRate[16],2.87758
3,-63.0051,0.298431,accRate[18],5.95925
3,-63.0051,0.298431,accRate[20],12.4632
3,-63.0051,0.298431,accRate[22],8.31969
4,-62.9947,0.724667,accRate[2],4.68389
4,-62.9947,0.724667,accRate[4],4.29723
4,-62.9947,0.724667,accRate[6],5.59936
4,-62.9947,0.724667,accRate[8],4.28897
4,-62.9947,0.724667,accRate[10],4.29377
4,-62.9947,0.724667,accRate[12],4.18608
4,-62.9947,0.724667,accRate[14],4.75452
4,-62.9947,0.724667,accRate[16],5.57297
