labID,depth(cm),density(g/cm^3),210Pb(Bq/kg),sd(210Pb),interval,226Ra(Bq/kg),sd(226Ra)
1,1,0.12,107.333333548,8.33333335,1,21.000000042,2.333333338
2,2,0.12,51.333333436,4.833333343,1,18.666666704,1.833333337
3,3,0.24,33.500000066999995,3.33333334,1,18.166666703,1.166666669
4,4,0.24,42.833333419,4.666666676,1,25.166666717,1.833333337
5,5,0.29,46.333333426,4.3333333419999995,1,39.166666745,1.66666667
6,6,0.29,25.333333384,2.5000000049999995,1,19.166666704999997,1.166666669
7,7,0.25,26.166666719,4.166666675,1,25.833333385,2.000000004
8,8,0.25,21.66666671,2.333333338,1,26.166666719,1.5000000029999998
9,9,0.29,22.666666712,2.666666672,1,27.166666721,1.333333336
10,10,0.29,29.000000058,2.8333333389999997,1,23.166666713,1.166666669
11,11,0.23,18.833333371,2.333333338,1,18.833333371,1.333333336
12,12,0.23,24.166666715,3.5000000069999997,1,19.333333372,1.5000000029999998
13,13,0.26,21.333333376,2.000000004,1,19.833333373,0.833333335
14,14,0.29,25.000000049999997,2.666666672,1,22.833333379,1.5000000029999998
15,15,0.29,23.000000046,2.8333333389999997,1,21.833333377,1.166666669
16,16,0.29,21.500000042999996,2.8333333389999997,1,24.833333383,1.5000000029999998
17,17,0.26,36.333333406,4.500000009,1,23.666666714,1.66666667
18,18,0.26,29.333333391999997,3.833333341,1,35.16666673699999,2.333333338
19,19,0.21500000000000002,22.833333379,2.166666671,1,26.500000053,1.333333336
20,20,0.17,26.166666719,3.166666673,1,21.833333377,1.333333336
21,21,0.17,22.666666712,3.166666673,1,22.666666712,3.166666673
22,22,0.17,23.000000046,4.166666675,1,6.66666668,1.166666669
23,23,0.17,26.833333387,3.166666673,1,23.666666714,1.66666667
24,24,0.17,29.833333392999997,3.833333341,1,30.166666727,2.166666671
25,25,0.17,28.166666722999995,4.166666675,1,26.000000052,1.833333337
26,26,0.17,25.833333385,4.000000008,1,22.333333378,2.000000004
27,27,0.17,22.166666711,5.500000011,1,20.333333374,2.000000004
28,28,0.21,24.000000047999997,3.5000000069999997,1,27.333333388,1.833333337
29,29,0.21,21.500000042999996,2.8333333389999997,1,19.500000038999996,1.833333337
