depth	min	max	median	mean
0	-64	-64	-64	-64
1	-59	-50	-54	-54
2	-54	-43	-50	-49
3	-51	-36	-45	-44
4	-45	-25	-37	-37
5	-38	-9	-26	-25
6	-35	-3	-21	-21
7	-32	4	-17	-16
8	-30	9	-14	-13
9	-27	15	-10	-9
10	-24	21	-5	-4
11	-22	26	-2	-1
12	-19	31	2	3
13	-17	36	5	6
14	-14	42	9	10
15	-12	48	13	14
16	-8	54	17	19
17	-4	60	22	24
18	0	66	27	29
19	3	72	32	33
20	7	78	37	38
21	10	84	42	43
22	14	90	46	48
23	18	95	52	53
24	23	101	57	58
25	28	107	62	64
26	32	113	68	69
27	36	120	73	74
28	40	126	78	79
29	44	132	83	84
