depth	min	max	median	mean
0	-69	-69	-69	-69
1	-69	-68	-68	-68
2	-67	-67	-67	-67
3	-66	-64	-65	-65
4	-64	-62	-63	-63
5	-61	-58	-60	-60
6	-59	-55	-57	-57
7	-57	-52	-55	-55
8	-54	-48	-51	-51
9	-52	-43	-48	-48
10	-49	-40	-45	-45
11	-47	-36	-42	-42
12	-45	-32	-39	-39
13	-43	-29	-37	-37
14	-41	-26	-35	-34
15	-39	-20	-31	-31
16	-37	-17	-29	-28
17	-36	-15	-28	-27
18	-36	-14	-27	-27
19	-35	-13	-27	-26
20	-35	-13	-26	-26
21	-35	-12	-26	-25
22	-34	-10	-25	-24
23	-33	-7	-23	-22
24	-31	-4	-21	-20
25	-29	1	-18	-17
26	-28	6	-16	-14
27	-25	13	-11	-10
28	-22	20	-8	-6
29	-18	29	-2	0
30	-14	38	4	7
31	-8	46	13	15
32	0	54	22	23
33	6	62	30	31
34	10	69	36	37
35	14	75	41	42
36	18	81	46	47
37	22	87	51	52
38	26	93	56	57
39	30	99	61	62
40	35	105	66	67
41	39	110	71	72
42	43	117	77	77
43	47	123	82	82
44	52	128	87	87
45	56	133	92	92
46	60	139	97	97
47	65	145	102	102
48	69	151	107	108
49	73	156	112	113
50	77	163	117	118
