labID,age,error,depth,cc
surface,-65,1,0,0
C14_1,449,28,36.5,1
C14_2,384,29,40.5,1
C14_3,479,26,46.5,1
C14_4,593,61,62.5,1
C14_5,740,34,82.5,1
C14_6,1063,43,124.5,1
