depth	min	max	median	mean
0	-60	-60	-60	-60
1	-59	-58	-59	-59
2	-58	-57	-57	-57
3	-57	-55	-56	-56
4	-55	-54	-55	-55
5	-54	-52	-53	-53
6	-53	-51	-52	-52
7	-52	-49	-51	-51
8	-51	-48	-50	-50
9	-50	-47	-48	-48
10	-49	-45	-47	-47
11	-48	-44	-46	-46
12	-47	-42	-45	-44
13	-46	-41	-43	-43
14	-44	-39	-42	-42
15	-43	-38	-41	-41
16	-42	-37	-40	-39
17	-41	-35	-38	-38
18	-40	-34	-37	-37
19	-39	-33	-36	-36
20	-38	-31	-35	-35
21	-37	-30	-33	-33
22	-36	-29	-32	-32
23	-35	-27	-31	-31
24	-34	-26	-30	-30
25	-33	-25	-29	-29
26	-32	-23	-27	-27
27	-31	-22	-26	-26
28	-30	-21	-25	-25
29	-29	-19	-24	-24
30	-28	-18	-23	-23
31	-27	-17	-22	-22
32	-26	-16	-21	-21
33	-25	-15	-19	-19
34	-24	-13	-18	-18
35	-23	-12	-17	-17
36	-22	-11	-16	-16
37	-21	-10	-15	-15
38	-20	-8	-14	-14
39	-20	-7	-13	-13
40	-19	-6	-12	-12
41	-18	-5	-11	-11
42	-17	-4	-10	-10
43	-16	-2	-9	-9
44	-15	-1	-8	-8
45	-15	0	-7	-7
46	-14	1	-6	-6
47	-13	3	-5	-5
48	-13	4	-4	-4
49	-12	5	-3	-3
50	-11	6	-2	-2
51	-11	7	-1	-1
52	-10	9	0	0
53	-10	10	1	1
54	-9	11	2	2
55	-9	12	3	3
56	-8	13	4	4
57	-8	15	5	5
58	-7	16	6	6
59	-7	17	7	6
60	-6	18	8	7
