labID,depth(cm),density(g/cm^3),210Pb(Bq/kg),sd(210Pb),interval,226Ra(Bq/kg),sd(226Ra)
1,2,0.322484788,85.63,8.153,2,22.415,1.4465
2,4,0.381299108,79.56,7.336,2,21.83,1.2885
3,6,0.494003727,64.82,6.034,2,22.44,1.1995
4,8,0.576696511,42.57,5.841,2,23.935,1.3664999999999998
5,10,0.572383467,52.22,5.456,2,26.450000000000003,1.302
6,12,0.547025936,64.6,5.68,2,24.82,2.037
7,14,0.525089608,75.7,3.6,2,24.84,1.4805
8,16,0.51922139,70.8,3.42,2,24.19,1.4260000000000002
9,18,0.555986175,71.3,3.53,2,24.42,1.48
10,20,0.503443106,86,3.81,2,24.63,1.481
11,22,0.559801896,60.5,3.14,2,24.605,1.404
12,24,0.615204173,43.2,2.66,2,23.96,1.3505
13,26,0.626130086,40.8,2.69,2,22.415,1.3045
14,28,0.544154607,64.6,3.21,2,23.39,1.365
15,30,0.514316728,76.1,5.1,2,23.605,1.799
16,32,0.555964504,62.8,4.55,2,24.245,1.7965
17,34,0.642102067,43.5,2.92,2,23.96,1.3965
18,36,0.651429167,42.7,2.96,2,29.085,1.5775
19,38,0.624498815,53.3,4.11,2,27.725,1.829
20,40,0.61219903,49.7,4.38,2,27.745,1.9035
21,42,0.519219041,53.89,5.907,2,26.095,1.358
22,44,0.547616865,52.91,7.784,2,22.53,3.071
23,46,0.513701119,51.34,7.956,2,25.335,1.745
24,48,0.503889441,58.59,8.285,2,24.4,1.7725
25,50,0.526648193,61.69,8.896,2,25.185,1.832
26,52,0.537878468,51.68,6.662,2,24.6,1.47
27,54,0.547582944,52.61,6.294,2,25.815,1.4665
28,55,0.541186464,49.09,6.061,1,23.655,1.3555
