labID,depth(cm),density(g/cm^3),210Pb(Bq/kg),sd(210Pb),interval
1,2,0.299041528,71.7069633170791,38.750719939680216,2
2,4,0.46846727,53.01860841579368,28.65146076856182,2
3,6,0.565148593,49.060888995194546,26.512693907255585,2
4,8,0.691312485,36.60947063962719,19.783899335174432,2
5,10,0.793680945,37.677836446139985,20.361248343502155,2
6,12,0.615540585,31.348980159021337,16.941109961178466,2
7,14,0.79486930200000006,35.6487295493862,19.264711139212935,2
8,16,0.902641956,24.04741059334021,12.995313566082604,2
9,18,0.793879004,27.013569686998327,14.598237396877495,2
10,20,0.664263218,27.1785586684589,14.687398079717196,2
11,22,0.751324509,28.22629391728589,15.25359825498742,2
12,24,0.685738525,24.818473337780613,13.41199885135412,2
