depth	min	max	median	mean
0	-60	-60	-60	-60
1	-59	-54	-58	-58
2	-57	-47	-57	-56
3	-56	-40	-55	-54
4	-55	-33	-54	-52
5	-54	-26	-52	-50
6	-53	-21	-51	-49
7	-51	-15	-49	-47
8	-50	-10	-48	-45
9	-49	-5	-46	-43
10	-48	0	-45	-42
11	-46	4	-43	-40
12	-45	9	-42	-39
13	-44	13	-41	-37
14	-43	18	-39	-35
15	-42	22	-38	-34
16	-41	27	-37	-32
17	-39	32	-35	-31
18	-38	37	-34	-29
19	-37	41	-33	-28
20	-36	45	-32	-26
21	-35	50	-31	-25
22	-34	55	-29	-24
23	-33	59	-28	-22
24	-31	63	-27	-21
25	-30	68	-26	-20
26	-29	72	-25	-18
27	-28	76	-24	-17
28	-27	81	-23	-16
29	-26	85	-22	-14
30	-25	90	-21	-13
31	-24	94	-20	-12
32	-23	98	-19	-11
33	-22	103	-18	-10
34	-21	108	-18	-9
35	-20	113	-17	-7
36	-20	117	-16	-6
37	-19	121	-15	-5
38	-18	125	-14	-4
39	-17	130	-13	-3
40	-17	136	-13	-2
41	-16	141	-12	-1
42	-15	145	-11	0
43	-15	150	-11	1
44	-14	155	-10	2
45	-14	160	-9	3
46	-13	165	-9	4
47	-13	170	-8	5
48	-13	175	-7	6
49	-12	180	-7	7
50	-12	185	-6	8
51	-12	192	-6	8
52	-12	197	-5	9
53	-11	203	-5	10
54	-11	208	-5	11
