depth	min	max	median	mean
0	-67	-67	-67	-67
1	-64	-63	-63	-63
2	-61	-59	-60	-60
3	-58	-55	-57	-57
4	-55	-52	-53	-53
5	-52	-48	-50	-50
6	-50	-45	-47	-47
7	-47	-41	-44	-44
8	-44	-37	-40	-40
9	-41	-33	-37	-37
10	-38	-30	-33	-33
11	-35	-26	-30	-30
12	-32	-22	-26	-26
13	-29	-17	-22	-22
14	-26	-13	-18	-19
15	-23	-8	-14	-15
16	-20	-4	-11	-11
17	-17	1	-7	-7
18	-14	5	-3	-4
19	-11	10	0	0
20	-9	15	4	3
21	-6	19	7	7
22	-3	24	11	11
23	-1	28	14	14
24	2	32	17	17
25	4	37	20	20
26	6	41	24	24
27	9	45	27	27
28	12	49	30	30
29	14	54	34	34
30	17	58	37	38
31	20	63	41	41
32	23	68	45	45
33	26	73	49	49
34	29	77	53	53
35	32	82	57	57
36	35	87	61	61
37	38	91	65	65
38	41	96	70	69
39	44	101	74	73
40	47	106	78	77
41	50	111	82	81
42	52	115	86	85
43	55	120	90	89
44	57	125	94	93
45	60	129	98	97
46	62	134	102	101
47	65	138	107	105
48	67	142	111	109
49	70	147	115	113
50	72	151	119	117
51	74	156	123	120
52	77	161	127	124
53	79	165	131	128
54	81	170	135	132
55	84	174	139	136
56	86	178	143	140
57	88	182	147	143
58	90	186	151	147
59	92	190	155	151
60	95	195	159	155
61	97	199	164	159
62	99	203	168	162
63	101	207	172	166
64	103	211	176	170
65	104	215	180	174
66	106	219	184	177
67	108	223	188	181
68	110	227	192	185
69	112	231	196	188
70	114	234	200	192
71	115	238	204	196
72	117	242	208	199
73	119	246	212	203
74	120	249	216	206
75	122	252	220	210
76	123	256	224	214
77	125	259	228	217
78	126	262	232	220
79	127	265	236	224
80	129	269	240	227
81	130	272	244	231
82	131	274	248	234
83	132	277	252	237
84	133	280	255	240
85	134	282	259	243
86	135	285	262	246
87	137	287	266	249
88	138	289	269	252
89	139	292	272	255
90	140	294	275	257
