depth	min	max	median	mean
0	-59	-59	-59	-59
1	-58	-58	-58	-58
2	-57	-56	-57	-57
3	-55	-55	-55	-55
4	-54	-53	-54	-54
5	-52	-52	-52	-52
6	-51	-50	-50	-50
7	-49	-48	-48	-48
8	-46	-45	-46	-46
9	-44	-43	-44	-44
10	-43	-41	-42	-42
11	-39	-38	-39	-39
12	-36	-35	-36	-36
13	-32	-30	-31	-31
14	-28	-26	-27	-27
15	-22	-20	-21	-21
16	-16	-14	-15	-15
17	-10	-7	-9	-9
18	-4	-1	-2	-2
19	-3	0	-1	-1
20	-2	2	0	0
21	5	10	7	7
22	12	18	15	15
23	19	26	22	22
24	26	34	30	30
25	31	40	35	35
26	36	46	41	41
27	39	50	44	44
28	42	53	47	47
29	44	56	50	50
30	46	59	52	52
31	47	60	53	53
32	48	61	54	54
33	51	65	58	58
34	55	69	61	61
35	58	72	65	65
36	61	76	68	68
37	68	85	76	76
38	74	94	84	84
39	86	122	103	103
40	98	151	122	122
41	101	160	128	129
42	103	172	134	135
43	109	178	140	141
44	112	187	146	147
45	115	192	150	151
46	117	198	154	155
47	121	204	158	159
48	123	211	162	164
49	126	217	167	168
50	129	224	172	173
51	132	229	176	177
52	135	235	181	182
53	138	239	185	186
54	140	245	190	191
55	144	250	195	195
56	147	256	199	200
