labID,depth(cm),density(g/cm^3),210Pb(Bq/kg),sd(210Pb),interval,226Ra(Bq/kg),sd(226Ra)
1,2,0.65,38.06939311,5.47804868,2,17.02843431,1.492246707
2,8,0.63,36.5156485,5.10846019,2,18.72354815,1.489326165
3,14,0.72,27.87779714,3.970825429,2,20.56060644,1.556409408
4,18,0.74,26.38161858,4.250022615,2,20.85768647,1.756445102
5,20,0.82,26.92691277,4.08109094,2,18.79725525,1.54925766
6,30,0.77,28.18627396,4.377139077,2,20.13400489,1.68604712
7,40,0.91,22.55212786,3.365322674,2,18.77981776,1.475590662
8,48,0.81,26.184276,3.92377945,2,19.03503155,1.533192346
9,50,0.83,24.31811217,3.713607786,2,20.60468266,1.628354078
10,52,0.78,21.75067541,3.357955212,2,19.39958397,1.532128756
11,60,0.95,22.40577181,3.218916798,2,19.82541094,1.484571216
12,70,1.15,16.32263188,2.715625086,2,19.03098745,1.494372483
