depth	min	max	median	mean
0	-60	-60	-60	-60
1	-59	-52	-56	-56
2	-57	-44	-52	-52
3	-55	-37	-48	-47
4	-53	-29	-44	-43
5	-50	-22	-39	-39
6	-48	-15	-35	-34
7	-45	-8	-31	-29
8	-43	0	-26	-25
9	-40	7	-21	-20
10	-37	15	-17	-16
11	-34	21	-12	-11
12	-31	29	-7	-6
13	-28	35	-3	-1
14	-25	41	2	4
15	-22	48	7	8
16	-19	55	11	13
17	-16	60	16	18
18	-13	67	21	23
19	-10	74	26	27
20	-6	80	31	32
21	-3	86	36	37
22	0	93	40	42
23	3	99	45	47
24	6	106	50	52
25	9	112	55	57
26	12	119	60	61
27	16	125	65	66
28	19	132	70	71
29	23	138	74	76
30	26	144	79	81
31	29	150	84	86
32	31	157	89	90
33	35	162	94	95
34	38	168	99	100
35	41	175	104	105
36	44	182	109	110
37	46	189	114	115
38	48	195	119	120
39	50	203	124	125
40	52	210	129	129
