labID,depth(cm),density(g/cm^3),210Pb(Bq/kg),sd(210Pb),interval
1,2,0.30006012,128.77068097565638,69.58817336699383,2
2,4,0.57909764,77.78396614308153,42.034755738850315,2
3,6,0.50762646,70.26917869542476,37.97373557679566,2
4,8,0.679598681,62.561200779251934,33.80831453937026,2
5,10,0.624623027,47.706297470748666,25.78066741543001,2
6,12,0.5514259,52.897423711512474,28.58597208630081,2
7,16,0.524037103,39.51758601329184,21.35545611549505,2
8,20,0.550860016,36.07038628667728,19.49257606866469,2
9,24,0.600374887,34.846647820041206,18.831263074690316,2
10,28,0.647371574,29.878553983573347,16.14648597654811,2
11,32,0.571401614,28.614572633077984,15.463425572700851,2
12,36,0.59327304,22.018607496971555,11.898940536694916,2
13,40,0.569675667,24.44394708284549,13.209603416605717,2
