depth	min	max	median	mean
0	-66	-66	-66	-66
1	-65	-63	-65	-65
2	-65	-60	-63	-63
3	-64	-57	-62	-61
4	-63	-52	-60	-59
5	-63	-48	-58	-57
6	-62	-42	-56	-55
7	-61	-39	-54	-53
8	-61	-36	-52	-51
9	-60	-32	-49	-49
10	-59	-28	-47	-46
11	-59	-25	-44	-44
12	-58	-21	-42	-42
13	-58	-16	-39	-39
14	-57	-12	-36	-36
15	-56	-7	-33	-34
16	-56	-2	-30	-31
17	-55	2	-26	-28
18	-54	7	-23	-25
19	-54	13	-19	-21
20	-53	21	-15	-18
21	-53	26	-11	-14
22	-52	33	-8	-11
23	-52	38	-4	-8
24	-51	43	0	-5
25	-50	48	3	-2
26	-50	54	7	1
27	-49	59	10	4
28	-49	65	14	8
29	-48	70	18	11
30	-48	76	22	14
31	-47	80	26	17
32	-47	86	30	21
33	-46	91	35	24
34	-46	96	39	28
35	-45	101	44	31
36	-45	107	48	35
37	-44	112	53	38
38	-44	117	57	42
39	-43	122	62	45
40	-43	127	66	49
41	-42	132	71	52
42	-42	137	75	56
43	-41	142	80	59
44	-41	147	84	62
45	-40	151	89	66
46	-40	156	93	69
47	-40	160	98	72
48	-39	165	102	76
49	-39	170	108	79
50	-38	175	112	83
51	-38	179	117	86
52	-37	184	122	90
53	-37	188	127	93
54	-36	193	131	97
55	-36	197	136	100
56	-36	202	140	103
57	-35	206	144	107
58	-35	211	149	110
59	-35	214	154	113
60	-34	219	158	117
61	-34	223	163	120
62	-34	227	167	123
63	-33	231	172	127
64	-33	236	176	130
