iteration,logOdds,memory,depth_code,accretion
1,-59.0176,0.511102,accRate[2],6.0489
1,-59.0176,0.511102,accRate[4],7.34761
1,-59.0176,0.511102,accRate[6],12.0238
1,-59.0176,0.511102,accRate[8],8.93029
1,-59.0176,0.511102,accRate[10],2.39412
1,-59.0176,0.511102,accRate[12],4.43477
1,-59.0176,0.511102,accRate[14],6.78007
1,-59.0176,0.511102,accRate[16],5.32252
1,-59.0176,0.511102,accRate[18],8.61318
1,-59.0176,0.511102,accRate[20],4.53765
1,-59.0176,0.511102,accRate[22],3.73154
1,-59.0176,0.511102,accRate[24],1.91184
1,-59.0176,0.511102,accRate[26],2.39553
1,-59.0176,0.511102,accRate[28],4.32782
1,-59.0176,0.511102,accRate[30],2.59451
1,-59.0176,0.511102,accRate[32],2.72914
2,-59.0138,0.43152,accRate[2],5.46824
2,-59.0138,0.43152,accRate[4],6.4919
2,-59.0138,0.43152,accRate[6],9.88214
2,-59.0138,0.43152,accRate[8],9.38066
2,-59.0138,0.43152,accRate[10],4.3026
2,-59.0138,0.43152,accRate[12],6.3463
2,-59.0138,0.43152,accRate[14],12.54
2,-59.0138,0.43152,accRate[16],5.01419
2,-59.0138,0.43152,accRate[18],8.82204
2,-59.0138,0.43152,accRate[20],11.6334
2,-59.0138,0.43152,accRate[22],5.57429
2,-59.0138,0.43152,accRate[24],2.29723
2,-59.0138,0.43152,accRate[26],2.5149
2,-59.0138,0.43152,accRate[28],3.6614
2,-59.0138,0.43152,accRate[30],1.4455
2,-59.0138,0.43152,accRate[32],2.87038
3,-59.0131,0.43152,accRate[2],5.77806
3,-59.0131,0.43152,accRate[4],6.67615
3,-59.0131,0.43152,accRate[6],10.375
3,-59.0131,0.43152,accRate[8],9.11173
3,-59.0131,0.43152,accRate[10],4.72275
3,-59.0131,0.43152,accRate[12],10.52
3,-59.0131,0.43152,accRate[14],4.35137
3,-59.0131,0.43152,accRate[16],5.66588
3,-59.0131,0.43152,accRate[18],10.3474
3,-59.0131,0.43152,accRate[20],2.97401
3,-59.0131,0.43152,accRate[22],5.4584
3,-59.0131,0.43152,accRate[24],7.99057
3,-59.0131,0.43152,accRate[26],4.1058
3,-59.0131,0.43152,accRate[28],8.03644
3,-59.0131,0.43152,accRate[30],5.54216
3,-59.0131,0.43152,accRate[32],6.86556
4,-59.0074,0.682013,accRate[2],5.74046
4,-59.0074,0.682013,accRate[4],6.13702
4,-59.0074,0.682013,accRate[6],7.18135
4,-59.0074,0.682013,accRate[8],7.308
4,-59.0074,0.682013,accRate[10],5.60956
4,-59.0074,0.682013,accRate[12],6.78239
4,-59.0074,0.682013,accRate[14],5.80293
4,-59.0074,0.682013,accRate[16],7.5695
4,-59.0074,0.682013,accRate[18],7.66955
4,-59.0074,0.682013,accRate[20],5.36123
