depth	min	max	median	mean
0	-59	-59	-59	-59
1	-55	-51	-53	-53
2	-51	-42	-47	-47
3	-45	-35	-40	-40
4	-42	-24	-34	-34
5	-35	-6	-23	-22
6	-29	13	-12	-11
7	-22	21	-4	-3
8	-18	32	4	5
9	-16	39	8	9
10	-14	47	12	13
11	-10	53	17	18
12	-7	61	22	23
13	-4	67	26	28
14	-3	75	30	32
15	1	81	35	37
16	3	88	40	41
17	6	95	45	46
18	9	102	50	51
19	13	108	55	56
20	16	115	59	61
21	18	120	64	65
22	21	127	69	70
23	25	132	73	75
24	28	139	78	79
25	33	145	83	85
26	38	152	89	90
27	42	158	94	95
28	46	166	99	100
29	50	171	104	105
30	54	177	109	110
