depth	min	max	median	mean
0	-65	-65	-65	-65
1	-63	-63	-63	-63
2	-61	-61	-61	-61
3	-59	-59	-59	-59
4	-58	-57	-57	-57
5	-56	-55	-56	-56
6	-55	-54	-54	-54
7	-53	-52	-52	-52
8	-51	-50	-51	-51
9	-49	-48	-49	-49
10	-47	-46	-47	-47
11	-45	-44	-45	-45
12	-43	-42	-43	-43
13	-41	-39	-40	-40
14	-39	-37	-38	-38
15	-37	-35	-36	-36
16	-35	-33	-34	-34
17	-33	-31	-32	-32
18	-31	-29	-30	-30
19	-29	-28	-29	-29
20	-27	-25	-26	-26
21	-25	-23	-24	-24
22	-23	-21	-22	-22
23	-21	-18	-19	-19
24	-19	-16	-18	-18
25	-17	-15	-16	-16
26	-15	-13	-14	-14
27	-13	-11	-12	-12
28	-11	-8	-10	-10
29	-9	-6	-8	-8
30	-7	-4	-5	-5
31	-5	-2	-4	-4
32	-4	0	-2	-2
33	-3	1	-1	-1
34	-1	3	1	1
35	1	5	3	3
36	2	7	5	4
37	4	8	6	6
38	5	10	8	8
39	7	12	10	10
40	9	14	12	12
41	11	16	14	14
42	13	18	16	16
43	15	21	18	18
44	17	23	20	20
45	19	26	22	22
46	21	28	24	24
47	23	31	27	27
48	24	32	28	28
49	25	33	29	29
50	27	34	31	31
51	28	36	32	32
52	30	38	34	34
53	32	40	36	36
54	34	43	39	38
55	37	47	42	42
56	40	52	46	46
57	45	59	52	52
58	51	68	60	60
59	58	80	69	69
60	65	93	79	79
61	71	108	89	89
62	76	120	97	97
63	79	127	102	102
64	82	134	106	107
65	85	142	111	111
66	87	149	115	116
