depth	min	max	median	mean
0	-69	-69	-69	-69
1	-68	-67	-68	-68
2	-67	-65	-66	-66
3	-66	-63	-64	-64
4	-65	-61	-63	-63
5	-63	-58	-61	-61
6	-62	-55	-59	-59
7	-61	-53	-58	-58
8	-60	-50	-55	-55
9	-57	-43	-51	-51
10	-55	-39	-48	-48
11	-54	-34	-45	-45
12	-51	-29	-42	-42
13	-50	-25	-40	-39
14	-48	-20	-37	-36
15	-47	-16	-34	-33
16	-45	-11	-31	-30
17	-43	-6	-28	-27
18	-41	-2	-25	-24
19	-39	3	-22	-21
20	-36	8	-18	-17
21	-33	15	-14	-12
22	-31	21	-9	-8
23	-28	26	-5	-4
24	-24	31	-1	0
25	-20	38	5	6
26	-16	42	10	10
27	-13	47	14	15
28	-10	52	18	19
29	-6	57	24	24
30	0	63	30	30
31	4	68	35	35
32	8	74	40	40
33	12	79	45	45
34	17	84	50	50
35	22	89	56	56
36	28	94	61	61
37	33	100	66	66
38	37	104	71	71
39	42	109	76	76
40	46	114	81	80
41	51	119	86	85
42	55	123	91	90
43	60	129	95	95
44	64	134	100	100
45	68	139	105	105
46	73	144	110	110
47	77	149	115	115
48	82	154	120	119
49	86	158	125	124
50	90	163	130	129
51	94	168	135	134
52	98	173	139	138
53	102	178	144	143
54	107	182	149	148
55	111	187	154	153
56	116	191	159	157
57	120	196	163	162
58	124	201	168	167
59	129	205	173	171
60	133	209	178	176
61	138	214	183	181
62	142	218	188	186
63	146	222	193	191
64	150	226	198	195
65	154	231	203	200
