depth	min	max	median	mean
0	-60	-60	-60	-60
1	-59	-58	-58	-58
2	-57	-56	-57	-57
3	-56	-54	-55	-55
4	-55	-53	-54	-54
5	-54	-51	-52	-52
6	-53	-49	-51	-51
7	-51	-47	-50	-50
8	-50	-46	-48	-48
9	-49	-44	-47	-47
10	-48	-43	-46	-46
11	-47	-41	-44	-44
12	-46	-40	-43	-43
13	-45	-38	-42	-42
14	-43	-37	-41	-40
15	-42	-35	-39	-39
16	-41	-34	-38	-38
17	-40	-33	-37	-37
18	-39	-31	-36	-36
19	-38	-30	-35	-35
20	-37	-29	-34	-34
21	-37	-28	-33	-33
22	-36	-26	-32	-32
23	-35	-25	-31	-30
24	-34	-24	-30	-29
25	-33	-23	-29	-29
26	-32	-22	-28	-28
27	-31	-21	-27	-27
28	-30	-20	-26	-26
29	-30	-19	-25	-25
30	-29	-18	-24	-24
31	-28	-17	-23	-23
32	-27	-16	-23	-22
33	-27	-15	-22	-22
34	-26	-14	-21	-21
35	-25	-13	-20	-20
36	-25	-12	-20	-19
37	-24	-12	-19	-19
38	-24	-11	-18	-18
39	-23	-10	-18	-17
40	-23	-9	-17	-17
41	-22	-9	-16	-16
42	-22	-8	-16	-16
43	-21	-8	-15	-15
44	-21	-7	-15	-15
45	-20	-6	-14	-14
46	-20	-6	-14	-14
47	-20	-5	-14	-13
48	-19	-5	-13	-13
49	-19	-4	-13	-12
50	-19	-4	-12	-12
51	-19	-3	-12	-12
52	-18	-3	-12	-11
53	-18	-3	-11	-11
54	-18	-2	-11	-11
55	-18	-2	-11	-11
56	-18	-2	-11	-10
57	-17	-1	-11	-10
58	-17	-1	-10	-10
59	-17	-1	-10	-10
60	-17	0	-10	-10
