depth	min	max	median	mean
0	-65	-65	-65	-65
1	-63	-60	-62	-62
2	-61	-56	-59	-59
3	-58	-52	-56	-55
4	-56	-48	-52	-52
5	-53	-44	-49	-49
6	-51	-39	-45	-45
7	-48	-35	-42	-42
8	-45	-31	-38	-38
9	-43	-26	-35	-34
10	-39	-21	-30	-30
11	-35	-16	-25	-25
12	-31	-10	-20	-20
13	-28	-3	-15	-15
14	-24	4	-9	-9
15	-20	12	-4	-4
16	-16	19	1	1
17	-13	26	6	6
18	-10	33	11	11
19	-7	40	16	16
20	-3	47	21	21
21	0	54	26	26
22	3	60	31	31
23	6	67	36	36
24	10	73	41	41
25	13	80	46	46
26	16	87	52	51
27	20	93	57	57
28	23	100	62	62
29	26	108	67	67
30	29	115	73	73
31	32	123	78	78
32	34	132	83	83
