depth	min	max	median	mean
0	-63	-63	-63	-63
1	-62	-60	-61	-61
2	-61	-56	-59	-59
3	-60	-53	-57	-57
4	-58	-49	-55	-55
5	-57	-46	-53	-52
6	-56	-42	-50	-50
7	-54	-38	-48	-47
8	-52	-35	-45	-45
9	-51	-30	-42	-42
10	-49	-25	-39	-38
11	-47	-20	-35	-35
12	-45	-14	-31	-31
13	-42	-7	-27	-27
14	-41	0	-23	-22
15	-39	7	-19	-18
16	-37	13	-14	-14
17	-35	21	-10	-9
18	-33	28	-6	-5
19	-32	33	-2	-1
20	-30	38	2	2
21	-28	45	5	6
22	-27	49	10	10
23	-25	54	13	14
24	-23	60	17	18
25	-22	65	22	22
26	-20	70	26	26
27	-19	75	30	30
28	-17	80	34	34
29	-15	84	38	39
30	-14	90	43	43
31	-12	94	47	47
32	-10	99	51	51
33	-9	105	56	55
34	-7	109	60	59
35	-6	113	64	63
36	-4	119	69	67
37	-3	123	73	71
38	-1	128	77	75
39	0	132	81	80
40	1	136	86	84
41	3	140	90	88
42	4	145	95	92
43	6	149	99	96
44	7	153	103	100
45	8	158	108	104
46	9	161	112	108
47	11	165	116	112
48	12	170	121	116
49	13	173	125	121
50	15	177	129	125
51	16	180	134	129
52	17	184	138	133
53	18	188	142	137
54	19	192	147	141
55	20	195	151	145
56	22	198	156	149
57	23	202	160	153
58	24	205	165	157
59	25	209	169	161
60	26	213	174	165
61	27	216	178	169
62	28	219	182	173
63	28	224	186	177
