depth	min	max	median	mean
0	-67	-67	-67	-67
1	-62	-61	-61	-61
2	-57	-54	-56	-56
3	-53	-50	-52	-52
4	-49	-45	-47	-47
5	-44	-40	-42	-42
6	-39	-33	-36	-36
7	-35	-29	-32	-32
8	-32	-25	-28	-28
9	-29	-20	-25	-25
10	-25	-16	-21	-21
11	-20	-11	-15	-15
12	-16	-4	-10	-10
13	-12	1	-5	-5
14	-8	7	0	0
15	-4	13	5	5
16	-1	19	9	9
17	3	28	15	15
18	7	36	20	21
19	10	44	26	26
20	13	52	31	31
21	17	61	37	37
22	20	71	43	43
23	23	81	49	50
24	26	92	55	56
25	28	99	60	61
26	30	107	64	65
27	32	113	68	69
28	33	121	72	73
29	35	129	76	78
30	37	138	80	82
