depth	min	max	median	mean
0	-61	-61	-61	-61
1	-57	-55	-56	-56
2	-53	-48	-51	-51
3	-49	-43	-46	-46
4	-46	-36	-41	-41
5	-41	-28	-36	-35
6	-36	-20	-30	-29
7	-31	-13	-24	-23
8	-27	-5	-18	-17
9	-21	5	-11	-10
10	-16	16	-4	-3
11	-11	24	3	4
12	-6	33	10	11
13	-1	42	16	17
14	3	53	22	24
15	8	60	29	30
16	12	69	34	36
17	15	76	40	41
18	19	84	45	47
19	23	91	50	52
20	27	98	56	58
21	31	104	61	63
22	35	112	67	69
23	39	119	72	74
24	42	126	78	79
25	46	133	83	85
26	49	139	88	90
27	52	145	93	95
28	56	151	98	100
29	59	157	103	105
30	63	164	108	110
31	66	170	114	115
32	70	177	119	120
33	73	184	124	125
34	76	191	129	130
35	80	198	134	135
36	83	205	139	140
37	87	213	144	145
38	90	220	149	150
39	93	228	154	155
40	96	237	159	160
41	98	246	164	166
42	101	254	169	171
