labID,depth(cm),density(g/cm^3),210Pb(Bq/kg),sd(210Pb),interval,226Ra(Bq/kg),sd(226Ra)
1,2,0.869252934326511,216.9735982,8.194215675,2,45.78948095,5.884591929
2,6,0.950690043803239,147.0914226,7.467171331,2,37.96081033,6.597722702
3,10,0.960606616303302,101.1147067,7.355919773,2,37.89523323,6.175519489
4,14,1.07242613911555,59.10930234,5.65586195,2,34.33910899,6.26688739
5,18,0.98416327051827,39.88030322,6.220882954,2,39.27970739,6.115919352
6,22,0.964140293103261,47.00721186,6.969092456,2,33.80380345,5.092239622
7,26,0.864567772132101,36.21748691,5.042941215,2,38.56567718,5.548363933
8,30,0.900577062042933,33.00260909,5.500434849,2,45.55243753,5.396774728
9,34,0.898464888030328,39.9702094,5.193869018,2,49.7877092,5.413636829
10,38,0.86770736374087,34.12692848,6.256603555,2,36.39570887,6.380482297
11,42,0.78771385093412,34.39616208,4.63895607,2,47.11442138,5.967232954
