depth	min	max	median	mean
0	-61	-61	-61	-61
1	-58	-56	-57	-57
2	-55	-51	-53	-53
3	-51	-46	-49	-49
4	-48	-40	-44	-44
5	-43	-34	-39	-39
6	-39	-27	-34	-34
7	-34	-22	-29	-29
8	-30	-16	-24	-24
9	-26	-10	-19	-19
10	-22	-4	-14	-14
11	-18	2	-9	-9
12	-14	9	-4	-3
13	-9	17	2	3
14	-5	26	8	9
15	0	33	14	14
16	5	41	19	20
17	9	48	25	26
18	12	56	30	31
19	17	63	36	37
20	20	71	41	42
21	24	79	47	48
22	29	87	53	54
23	33	95	59	60
24	37	102	64	66
25	41	109	70	71
26	44	117	75	77
27	48	124	80	82
28	52	131	86	87
29	55	138	91	93
30	58	145	96	98
31	61	151	101	103
32	65	159	106	108
33	68	165	112	113
34	71	172	116	118
35	75	178	122	123
36	78	186	127	128
37	81	193	132	133
38	84	201	137	138
39	86	208	142	143
40	89	216	146	148
41	91	226	151	153
42	93	235	156	158
