labID,depth(cm),density(g/cm^3),210Pb(Bq/kg),sd(210Pb),interval
1,2,0.05,281.98333389730004,19.8666667064,2
2,4,0.05,278.9166672245,24.0166667147,2
3,6,0.06,286.1000005722,22.216666711099997,2
4,8,0.06,278.6500005573,33.366666733399995,2
5,10,0.05,81.9333334972,21.3000000426,2
6,12,0.04,176.9833336873,18.133333369600003,2
7,14,0.06,155.7000003114,22.716666712099997,2
8,16,0.06,250.30000050059996,20.9666667086,2
9,18,0.06,133.8000002676,34.10000006819999,2
10,20,0.06,151.1333336356,22.6333333786,2
11,22,0.05,231.3166671293,23.3500000467,2
12,24,0.07,269.43333387219997,19.800000039599997,2
13,26,0.07,192.9166670525,16.600000033199997,2
14,28,0.06,43.35000008669999,3.7333333408,2
15,30,0.08,153.3000003066,16.183333365699998,2
16,32,0.07,158.7166669841,15.9333333652,2
17,34,0.09,104.8833335431,15.750000031499996,2
18,36,0.07,110.333333554,13.916666694499998,2
19,38,0.11,91.9833335173,11.5166666897,2
20,40,0.1,59.0833334515,8.9833333513,2
