depth	min	max	median	mean
0	-65	-65	-65	-65
1	-62	-61	-62	-62
2	-60	-57	-58	-58
3	-57	-54	-55	-55
4	-54	-50	-52	-52
5	-51	-47	-49	-49
6	-48	-44	-46	-46
7	-44	-39	-42	-42
8	-40	-34	-37	-37
9	-35	-28	-32	-31
10	-30	-21	-26	-26
11	-24	-13	-19	-19
12	-17	-4	-11	-11
13	-13	2	-6	-6
14	-9	8	-1	-1
15	-6	13	3	3
16	-2	19	7	7
17	1	25	11	12
18	5	31	16	16
19	9	39	22	22
20	13	48	28	28
21	18	58	35	36
22	23	69	42	43
23	27	76	48	49
24	31	85	53	54
25	35	93	59	60
26	39	101	65	66
27	43	108	72	73
28	47	118	78	79
29	50	125	83	84
30	53	133	88	90
31	56	139	93	94
32	58	146	98	99
33	60	153	103	104
34	63	160	107	109
35	65	168	112	113
36	68	176	116	118
